Platform,Severity,Group,Number,Log Message
ASA,3,713,272,"Terminating tunnel to Hardware Client in network extension mode, unable to delete static route for address: IP_address, mask: /prefix_len"
ASA,3,713,274,Could not delete static route for client address: IP_Address IP_Address address of client whose route is being removed
ASA,3,713,902,Descriptive_event_string.
ASA,3,716,056,Group group-name User user-name IP IP_address Authentication to SSO server name: name type type failed reason: reason
ASA,3,716,057,"Group group User user IP ip Session terminated, no type license available."
ASA,3,716,061,"Group DfltGrpPolicy User user IP ip addr IPv6 User Filter tempipv6 configured for AnyConnect. This setting has been deprecated, terminating connection"
ASA,3,716,600,Rejected size-recv KB Hostscan data from IP src-ip. Hostscan results exceed default | configured limit of size-conf KB.
ASA,3,716,601,Rejected size-recv KB Hostscan data from IP src-ip. System-wide limit onthe amount of Hostscan data stored on ASA exceeds the limit of data-max KB.
ASA,3,716,602,Memory allocation error. Rejected size-recv KB Hostscan data from IP src-ip.
ASA,3,717,001,Querying keypair failed.
ASA,3,717,002,Certificate enrollment failed for trustpoint trustpoint_name. Reason: reason_string.
ASA,3,717,009,Certificate validation failed. Reason: reason_string.
ASA,3,717,010,CRL polling failed for trustpoint trustpoint_name.
ASA,3,717,012,Failed to refresh CRL cache entry from the server for trustpoint trustpoint_name at time_of_failure
ASA,3,717,015,"CRL received from issuer is too large to process (CRL size = crl_size, maximum CRL size = max_crl_size)"
ASA,3,717,017,Failed to query CA certificate for trustpoint trustpoint_name from enrollment_url
ASA,3,717,018,"CRL received from issuer has too many entries to process (number of entries = number_of_entries, maximum number allowed = max_allowed)"
ASA,3,717,019,Failed to insert CRL for trustpoint trustpoint_name. Reason: failure_reason.
ASA,3,717,020,Failed to install device certificate for trustpoint label. Reason: reason string.
ASA,3,717,021,"Certificate data could not be verified. Locate Reason: reason_string serial number: serial number, subject name: subject name, key length key length bits."
ASA,3,717,023,SSL failed to set device certificate for trustpoint trustpoint name. Reason: reason_string.
ASA,3,717,027,Certificate chain failed validation. reason_string.
ASA,3,717,039,Local CA Server internal error detected: error.
ASA,3,717,042,Failed to enable Local CA Server. Reason: reason.
ASA,3,717,044,Local CA server certificate enrollment related error for user: user. Error: error.
ASA,3,717,046,Local CA Server CRL error: error.
ASA,3,717,051,"SCEP Proxy: Denied processing the request type type received from IP client ip address, User username, TunnelGroup tunnel group name, GroupPolicy group policy name to CA ca ip address. Reason: msg"
ASA,3,719,002,Email Proxy session pointer from source_address has been terminated due to reason error.
ASA,3,719,008,Email Proxy service is shutting down.
ASA,3,722,007,Group group User user-name IP IP_address SVC Message: type-num/ERROR: message
ASA,3,722,008,Group group User user-name IP IP_address SVC Message: type-num/ERROR: message
ASA,3,722,009,Group group User user-name IP IP_address SVC Message: type-num/ERROR: message
ASA,3,722,020,TunnelGroup tunnel_group GroupPolicy group_policy User user-name IP IP_address No address available for SVC connection
ASA,3,722,021,Group group User user-name IP IP_address Unable to start compression due to lack of memory resources
ASA,3,722,035,Group group User user-name IP IP_address Transmitting large packet length threshold.).
ASA,3,722,036,Group group User user-name IP IP_address Received large packet length (threshold +num).
ASA,3,722,045,Connection terminated: no SSL tunnel initialization data.
ASA,3,722,046,Group group User user IP ip Session terminated: unable to establish tunnel.
ASA,3,725,015,Error verifying client certificate. Public key size in client certificate exceeds the maximum supported key size.
ASA,3,734,004,DAP: Processing error: internal error code
ASA,3,735,010,IPMI: Environment Monitoring has failed to update one or more of its records.
ASA,3,737,002,IPAA: Received unknown message 'num'
ASA,3,737,027,IPAA: No data for address request
ASA,3,742,001,failed to read master key for password encryption from persistent store
ASA,3,742,002,failed to set master key for password encryption
ASA,3,742,003,"failed to save master key for password encryption, reason reason_text"
ASA,3,742,004,"failed to sync master key for password encryption, reason reason_text"
ASA,3,742,005,cipher text enc_pass is not compatible with the configured master key or the cipher text has been tampered with
ASA,3,742,006,password decryption failed due to unavailable memory
ASA,3,742,007,password encryption failed due to unavailable memory
ASA,3,742,008,password enc_pass decryption failed due to decoding error
ASA,3,742,009,password encryption failed due to decoding error
ASA,3,742,010,encrypted password enc_pass is not well formed
ASA,3,743,010,EOBC RPC server failed to start for client module client name.
ASA,3,743,011,"EOBC RPC call failed, return code code string."
ASA,3,746,003,user-identity: activated import user groups | activated host names | user-to-IP address databases download failed - reason
ASA,3,746,005,user-identity: The AD Agent AD agent IP address cannot be reached - reason [action]
ASA,3,746,010,user-identity: update import-user domain_name\\group_name - Import Failed [reason]
ASA,3,746,016,"user-identity: DNS lookup failed, reason: reason"
ASA,3,746,019,user-identity: Update | Remove AD Agent AD agent IP Address IP-user mapping user_IP - domain_name\user_name failed
ASA,3,747,001,"Clustering: Recovered from state machine event queue depleted. Event (event-id, ptr-in-hex, ptr-in-hex) dropped. Current state state-name, stack ptr-in-hex, ptr-in-hex, ptr-in-hex, ptr-in-hex, ptr-in-hex, ptr-in-hex"
ASA,3,747,010,"Clustering: RPC call failed, message message-name, return code code-value."
ASA,3,747,012,"Clustering: Failed to replicate global object id hex-id-value in domain domain-name to peer unit-name, continuing operation."
ASA,3,747,013,"Clustering: Failed to remove global object id hex-id-value in domain domain-name from peer unit-name, continuing operation."
ASA,3,747,014,"Clustering: Failed to install global object id hex-id-value in domain domain-name, continuing operation."
ASA,3,747,018,Clustering: State progression failed due to timeout in module module-name.
ASA,3,747,021,Clustering: Master unit unit-name is quitting due to interface health check failure on failed-interface.
ASA,3,747,022,"Clustering: Asking slave unit unit-name to quit because it failed interface health check x times, rejoin will be attempted after y min. Failed interface: interface-name."
ASA,3,747,023,"Clustering: Master unit unit-name is quitting due to card name card health check failure, and master Security Service Card state is state-name."
ASA,3,747,024,"Clustering: Asking slave unit unit-name to quit due to card name card health check failure, and its Security Service Card state is state-name."
ASA,3,747,030,"Clustering: Asking slave unit unit-name to quit because it failed interface health check x times (last failure on interface-name), Clustering must be manually enabled on the unit to re-join."
ASA,3,747,031,Clustering: Platform mismatch between cluster master (platform-type) and joining unit unit-name (platform-type). unit-name aborting cluster join.
ASA,3,747,032,Clustering: Service module mismatch between cluster master (module-name) and joining unit unit-name (module-name) in slot slot-number. unit-name aborting cluster join.
ASA,3,747,033,Clustering: Interface mismatch between cluster master and joining unit unit-name. unit-name aborting cluster join. 
ASA,3,748,005,Failed to bundle the ports for module slot_number in chassis chassis_number; clustering is disabled
ASA,3,748,006,Asking module slot_number in chassis chassis_number to leave the cluster due to a port bundling failure
ASA,3,750,011,Tunnel Rejected: Selected IKEv2 encryption algorithm (IKEV2 encry algo) is not strong enough to secure proposed IPSEC encryption algorithm (IPSEC encry algo).
ASA,3,751,001,Local: localIP:port Remote:remoteIP:port Username: username/group Failed to complete Diffie-Hellman operation. Error: error
ASA,3,751,002,Local: localIP:port Remote:remoteIP:port Username: username/group No preshared key or trustpoint configured for self in tunnel group group
ASA,3,751,004,Local: localIP:port Remote:remoteIP:port Username: username/group No remote authentication method configured for peer in tunnel group group
ASA,3,751,005,"Local: localIP:port Remote:remoteIP:port Username: username/group AnyConnect client reconnect authentication failed. Session ID: sessionID, Error: error"
ASA,3,751,006,Local: localIP:port Remote:remoteIP:port Username: username/group Certificate authentication failed. Error: error
ASA,3,751,008,"Local: localIP:port Remote:remoteIP:port Username: username/group Group=group, Tunnel rejected: IKEv2 not enabled in group policy"
ASA,3,751,009,Local: localIP:port Remote:remoteIP:port Username: username/group Unable to find tunnel group for peer.
ASA,3,751,010,Local: localIP:port Remote:remoteIP:port Username: username/group Unable to determine self-authentication method. No crypto map setting or tunnel group found.
ASA,3,751,011,Local: localIP:port Remote:remoteIP:port Username: username/group Failed user authentication. Error: error
ASA,3,751,012,Local: localIP:port Remote:remoteIP:port Username: username/group Failure occurred during Configuration Mode processing. Error: error
ASA,3,751,013,Local: localIP:port Remote:remoteIP:port Username: username/group Failed to process Configuration Payload request for attribute attribute ID. Error: error
ASA,3,751,017,Local: localIP:port Remote remoteIP:port Username: username/group Configuration Error error description
ASA,3,751,018,Terminating the VPN connection attempt from landing group. Reason: This connection is group locked to locked group.
ASA,3,751,020,Local:%A:%u Remote:%A:%u Username:%s An %s remote access connection failed. Attempting to use an NSA Suite B crypto algorithm (%s) without an AnyConnect Premium license.
ASA,3,751,022,Local: local-ip Remote: remote-ip Username:username Tunnel rejected: Crypto Map Policy not found for remote traffic selector rem-ts-start/rem-ts-end/rem-ts.startport/rem-ts.endport/rem-ts.protocol local traffic selector local-ts-start/local-ts-end/local-ts.startport/local-ts.endport/local-ts.protocol!
ASA,3,751,024,"Local:ip addr Remote:ip addr Username:username IKEv2 IPv6 User Filter tempipv6 configured. This setting has been deprecated, terminating connection"
ASA,3,752,006,"Tunnel Manager failed to dispatch a KEY_ACQUIRE message. Probable mis-configuration of the crypto map or tunnel-group. Map Tag = Tag. Map Sequence Number = num, SRC Addr: address port: port Dst Addr: address port: port."
ASA,3,752,007,Tunnel Manager failed to dispatch a KEY_ACQUIRE message. Entry already in Tunnel Manager. Map Tag = mapTag. Map Sequence Number = mapSeq.
ASA,3,752,015,Tunnel Manager has failed to establish an L2L SA. All configured IKE versions failed to establish the tunnel. Map Tag = mapTag. Map Sequence Number = mapSeq.
ASA,3,769,006,UPDATE: ASA boot system image image_name was not found on disk
ASA,3,776,001,CTS SXP: Configured source IP source ip error
ASA,3,776,002,CTS SXP: Invalid message from peer peer IP: error
ASA,3,776,003,CTS SXP: Connection with peer peer IP failed: error
ASA,3,776,004,CTS SXP: Fail to start listening socket after TCP process restart.
ASA,3,776,005,CTS SXP: Binding Binding IP - SGname(SGT) from peer IP instance connection instance num error.
ASA,3,776,006,CTS SXP: Internal error: error
ASA,3,776,007,CTS SXP: Connection with peer peer IP (instance connection instance num) state changed from original state to Off.
ASA,3,776,020,CTS SXP: Unable to locate egress interface to peer peer IP.
ASA,3,776,202,"CTS PAC for Server IP_address, A-ID PAC issuer name has expired"
ASA,3,776,203,Unable to retrieve CTS Environment data due to: reason
ASA,3,776,204,CTS Environment data has expired
ASA,3,776,254,CTS SGT-MAP: Binding manager unable to action binding binding IP - SGname (SGT) from source name.
ASA,3,776,313,"CTS Policy: Failure to update policies for security-group ""sgname""-sgt"
ASA,3,768,001,"QUOTA: resource utilization is high: requested req, current curr, warning level level"
ASA,3,768,002,"QUOTA: resource quota exceeded: requested req, current curr, limit limit"
ASA,3,772,002,"PASSWORD: console login warning, user username, cause: password expired"
ASA,3,772,004,"PASSWORD: session login failed, user username, IP ip, cause: password expired"
ASA,3,779,003,STS: Failed to read tag-switching table - reason
ASA,3,779,004,STS: Failed to write tag-switching table - reason
ASA,3,779,005,STS: Failed to parse tag-switching request from http - reason
ASA,3,779,006,STS: Failed to save tag-switching table to flash - reason
ASA,3,779,007,STS: Failed to replicate tag-switching table to peer - reason
ASA,3,802,003,User username IP ip_address OS os_name UDID number Unable to create MDM action session.
ASA,3,802,004,IP ip_address Failure encountered while handling MDM action request details.
ASA,4,106,023,"Deny protocol src [interface_name:source_address/source_port] [([idfw_user|FQDN_string], sg_info)] dst interface_name:dest_address/dest_port [([idfw_user|FQDN_string], sg_info)] [type {string}, code {code}] by access_group acl_ID [0x8ed66b60, 0xf8852875]"
ASA,4,106,027,"Deny src [source address] dst [destination address] by access-group ""access-list name""."
ASA,4,106,103,access-list acl_ID denied protocol for user username interface_name/source_address source_port interface_name/dest_address dest_port hit-cnt number first hit hash codes
ASA,4,108,004,"action_class: action ESMTP req_resp from src_ifc:sip|sport to dest_ifc:dip|dport;further_info, page 1-23"
ASA,4,109,017,User at IP_address exceeded auth proxy connection limit (max)
ASA,4,109,022,exceeded HTTPS proxy process limit
ASA,4,109,027,"[aaa protocol] Unable to decipher response message Server = server_IP_address, User = user"
ASA,4,109,028,aaa bypassed for same-security traffic from ingress_ interface:source_address/source_port to egress_interface:dest_address/dest_port
ASA,4,109,030,Autodetect ACL convert wildcard did not convert ACL access_list source | dest netmask netmask.
ASA,4,109,031,NT Domain Authentication Failed: rejecting guest login for username.
ASA,4,109,033,Authentication failed for admin user user from src_IP. Interactive challenge processing is not supported for protocol connections
ASA,4,109,040,User at IP exceeded auth proxy rate limit of 10 connections/sec
ASA,4,109,034,Authentication failed for network user user from src_IP/port to dst_IP/port. Interactive challenge processing is not supported for protocol connections
ASA,4,109,102,"Received CoA action-type from coa-source-ip, but cannot find named session audit-session-id"
ASA,4,113,019,"Group = group, Username = user, IP = peer_address, Session disconnected. Session Type: type, Duration: duration, Bytes xmt: count, Bytes rcv: count, Reason: reason"
ASA,4,113,026,Error error while executing Lua script for group tunnel group
ASA,4,113,029,Group group User user IP ipaddr Session could not be established: session limit of num reached
ASA,4,113,030,"Group group User user IP ipaddr User ACL acl from AAA doesn't exist on the device, terminating connection."
ASA,4,113,031,Group group User user IP ipaddr AnyConnect vpn-filter filter is an IPv6 ACL; ACL not applied.
ASA,4,113,032,Group group User user IP ipaddr AnyConnect ipv6-vpn-filter filter is an IPv4 ACL; ACL not applied.
ASA,4,113,034,"Group group User user IP ipaddr User ACL acl from AAA ignored, AV-PAIR ACL used instead."
ASA,4,113,035,Group group User user IP ipaddr Session terminated: AnyConnect not enabled or invalid AnyConnect image on the ASA.
ASA,4,113,036,Group group User user IP ipaddr AAA parameter name value invalid.
ASA,4,113,038,Group group User user IP ipaddr Unable to create AnyConnect p0arent session.
ASA,4,113,040,Terminating the VPN connection attempt from attempted group. Reason: This connection is group locked to locked group.
ASA,4,113,041,Redirect ACL configured for assigned IP does not exist on the device. 
ASA,4,113,042,CoA: Non-HTTP connection from src_if:src_ip/src_port to dest_if:dest_ip/dest_port for user username at client_IP denied by redirect filter; only HTTP connections are supported for redirection.
ASA,4,115,002,"Warning in process: process name fiber: fiber name, component: component name, subcomponent: subcomponent name, file: filename, line: line number, cond: condition"
ASA,4,120,004,Event group title is dropped. Reason reason
ASA,4,120,005,Message group to destination is dropped. Reason reason
ASA,4,120,006,Delivering message group to destination failed. Reason reason
ASA,4,199,016,syslog
ASA,4,209,003,"Fragment database limit of number exceeded: src = source_address, dest = dest_address, proto = protocol, id = number"
ASA,4,209,004,"Invalid IP fragment, size = bytes exceeds maximum size = bytes: src = source_address, dest = dest_address, proto = protocol, id = number"
ASA,4,209,005,Discard IP fragment set with more than number elements: src = Too many elements are in a fragment set.
ASA,4,213,007,L2TP: Failed to install Redirect URL: redirect URL Redirect ACL: non_exist for assigned IP.
ASA,4,216,004,prevented: error in function at file(line) - stack trace
ASA,4,302,034,Unable to pre-allocate H323 GUP Connection for faddr interface: foreign address/foreign-port to laddr interface:local-address/local-port
ASA,4,308,002,static global_address inside_address netmask netmask overlapped with global_address inside_address
ASA,4,313,004,"Denied ICMP type=icmp_type, from source_address on interface interface_name to dest_address:no matching session"
ASA,4,313,005,"No matching connection for ICMP error message: icmp_msg_info on interface_name interface. Original IP payload: embedded_frame_info icmp_msg_info = icmp src src_interface_name:src_address [([idfw_user | FQDN_string], sg_info)] dst dest_interface_name:dest_address [([idfw_user | FQDN_string], sg_info)] (type icmp_type, code icmp_code) embedded_frame_info = prot src source_address/source_port [([idfw_user | FQDN_string], sg_info)] dst dest_address/dest_port [(idfw_user|FQDN_string), sg_info]"
ASA,4,313,009,"Denied invalid ICMP code icmp-code, for src-ifc:src-address/src-port (mapped-src-address/mapped-src-port) to dest-ifc:dest-address/dest-port (mapped-dest-address/mapped-dest-port) [user], ICMP id icmp-id, ICMP type icmp-type"
ASA,4,325,002,Duplicate address ipv6_address/MAC_address on interface
ASA,4,325,004,IPv6 Extension Header hdr_type action configuration. protocol from src_int:src_ipv6_addr/src_port to dst_interface: dst_ipv6_addr/dst_port.
ASA,4,325,005,"Invalid IPv6 Extension Header Content: string. detail regarding protocol, ingress and egress interface"
ASA,4,325,006,IPv6 Extension Header not in order: Type hdr_type occurs after Type hdr_type. TCP prot from inside src_int: src_ipv6_addr/src_port to dst_interface:dst_ipv6_addr/dst_port
ASA,4,335,005,NAC Downloaded ACL parse failure - host-address
ASA,4,337,005,Phone Proxy SRTP: Media session not found for media_term_ip/media_term_port for packet from in_ifc:src_ip/src_port to out_ifc:dest_ip/dest_port
ASA,4,338,001,"Dynamic filter monitored blacklisted protocol traffic from in_interface:src_ip_addr/src_port (mapped-ip/mapped-port) to out_interface:dest_ip_addr/dest_port, (mapped-ip/mapped-port), source malicious address resolved from local or dynamic list: domain name, threat-level: level_value, category: category_name"
ASA,4,338,002,"Dynamic filter monitored blacklisted protocol traffic from in_interface:src_ip_addr/src_port (mapped-ip/mapped-port) to out_interface:dest_ip_addr/dest_port (mapped-ip/mapped-port), destination malicious address resolved from local or dynamic list: domain name, threat-level: level_value, category: category_name"
ASA,4,338,003,"Dynamic filter monitored blacklisted protocol traffic from in_interface:src_ip_addr/src_port (mapped-ip/mapped-port) to out_interface:dest_ip_addr/dest_port, (mapped-ip/mapped-port), source malicious address resolved from local or dynamic list: ip address/netmask, threat-level: level_value, category: category_name"
ASA,4,338,004,"Dynamic filter monitored blacklisted protocol traffic from in_interface:src_ip_addr/src_port (mapped-ip/mapped-port) to out_interface:dest_ip_addr/dest_port (mapped-ip/mapped-port), destination malicious address resolved from local or dynamic list: ip address/netmask, threat-level: level_value, category: category_name"
ASA,4,338,005,"Dynamic filter dropped blacklisted protocol traffic from in_interface:src_ip_addr/src_port (mapped-ip/mapped-port) to out_interface:dest_ip_addr/dest_port (mapped-ip/mapped-port), source malicious address resolved from local or dynamic list: domain name, threat-level: level_value, category: category_name"
ASA,4,338,006,"Dynamic filter dropped blacklisted protocol traffic from in_interface:src_ip_addr/src_port (mapped-ip/mapped-port) to out_interface:dest_ip_addr/dest_port (mapped-ip/mapped-port), destination malicious address resolved from local or dynamic list: domain name, threat-level: level_value, category: category_name"
ASA,4,338,007,"Dynamic filter dropped blacklisted protocol traffic from in_interface:src_ip_addr/src_port (mapped-ip/mapped-port) to out_interface:dest_ip_addr/dest_port (mapped-ip/mapped-port), source malicious address resolved from local or dynamic list: ip address/netmask, threat-level: level_value, category: category_name"
ASA,4,338,008,"Dynamic filter dropped blacklisted protocol traffic from in_interface:src_ip_addr/src_port (mapped-ip/mapped-port) to out_interface:dest_ip_addr/dest_port (mapped-ip/mapped-port), destination malicious address resolved from local or dynamic list: ip address/netmask, threat-level: level_value, category: category_name"
ASA,4,338,101,"Dynamic filter action whitelisted protocol traffic from in_interface:src_ip_addr/src_port (mapped-ip/mapped-port) to out_interface:dest_ip_addr/dest_port, (mapped-ip/mapped-port), source malicious address resolved from local or dynamic list: domain name"
ASA,4,338,102,"Dynamic filter action whitelisted protocol traffic from in_interface:src_ip_addr/src_port (mapped-ip/mapped-port) to out_interface:dest_ip_addr/dest_port (mapped-ip/mapped-port), destination malicious address resolved from local or dynamic list: domain name"
ASA,4,338,103,"Dynamic filter action whitelisted protocol traffic from in_interface:src_ip_addr/src_port (mapped-ip/mapped-port) to out_interface:dest_ip_addr/dest_port, (mapped-ip/mapped-port), source malicious address resolved"
ASA,4,338,104,"Dynamic filter action whitelisted protocol traffic from in_interface:src_ip_addr/src_port (mapped-ip/mapped-port) to out_interface:dest_ip_addr/dest_port (mapped-ip/mapped-port), destination malicious address resolved from local or dynamic list: ip address/netmask"
ASA,4,338,201,"Dynamic filter monitored greylisted protocol traffic from in_interface:src_ip_addr/src_port (mapped-ip/mapped-port) to out_interface:dest_ip_addr/dest_port, (mapped-ip/mapped-port), source malicious address resolved from local or dynamic list: domain name, threat-level: level_value, category: category_name"
ASA,4,338,202,"Dynamic filter monitored greylisted protocol traffic from in_interface:src_ip_addr/src_port (mapped-ip/mapped-port) to out_interface:dest_ip_addr/dest_port (mapped-ip/mapped-port), destination malicious address resolved from local or dynamic list: domain name, threat-level: level_value, category: category_name"
ASA,4,338,203,"Dynamic filter dropped greylisted protocol traffic from in_interface:src_ip_addr/src_port (mapped-ip/mapped-port) to out_interface:dest_ip_addr/dest_port (mapped-ip/mapped-port), source malicious address resolved from local or dynamic list: domain name, threat-level: level_value, category: category_name"
ASA,4,338,204,"Dynamic filter dropped greylisted protocol traffic from in_interface:src_ip_addr/src_port (mapped-ip/mapped-port) to out_interface:dest_ip_addr/dest_port (mapped-ip/mapped-port), destination malicious address resolved from local or dynamic list: domain name, threat-level: level_value, category: category_name"
ASA,4,338,301,"Intercepted DNS reply for domain name from in_interface:src_ip_addr/src_port to out_interface:dest_ip_addr/dest_port, matched list "
ASA,4,400,0nn,IPS:number string from IP_address to IP_address on interface interface_name
ASA,4,401,001,Shuns cleared
ASA,4,401,002,Shun added: IP_address IP_address port port
ASA,4,401,003,Shun deleted: IP_address
ASA,4,401,004,Shunned packet: IP_address = IP_address on interface interface_name
ASA,4,401,005,Shun add failed: unable to allocate resources for IP_address IP_address port port
ASA,4,402,114,"IPSEC: Received an protocol packet (SPI=spi, sequence number= seq_num) from remote_IP to local_IP with an invalid SPI."
ASA,4,402,115,IPSEC: Received a packet from remote_IP to local_IP containing act_prot data instead of exp_prot data.
ASA,4,402,116,"IPSEC: Received an protocol packet (SPI=spi, sequence number= seq_num) from remote_IP (username) to local_IP. The decapsulated inner packet doesn't match the negotiated policy in the SA. The packet specifies its destination as pkt_daddr, its source as pkt_saddr, and its protocol as pkt_prot. The SA specifies its local proxy as id_daddr /id_dmask /id_dprot /id_dport and its remote proxy as id_saddr /id_smask /id_sprot /id_sport."
ASA,4,402,117,IPSEC: Received a non-IPSec (protocol) packet from remote_IP to local_IP.
ASA,4,402,118,"IPSEC: Received an protocol packet (SPI=spi, sequence number seq_num) from remote_IP (username) to local_IP containing an illegal IP fragment of length frag_len with offset frag_offset."
ASA,4,402,119,"IPSEC: Received an protocol packet (SPI=spi, sequence number= seq_num) from remote_IP (username) to local_IP that failed anti-replay checking."
ASA,4,402,120,"IPSEC: Received an protocol packet (SPI=spi, sequence number= seq_num) from remote_IP (username) to local_IP that failed authentication."
ASA,4,402,121,"IPSEC: Received an protocol packet (SPI=spi, sequence number= seq_num) from peer_addr (username) to lcl_addr that was dropped by IPSec (drop_reason)."
ASA,4,402,122,Received a cleartext packet from src_addr to dest_addr that was to be encapsulated in IPSec that was dropped by IPSec (drop_reason).
ASA,4,402,123,CRYPTO: The accel_type hardware accelerator encountered an error (code= error_string) while executing crypto command command.
ASA,4,402,124,"CRYPTO: The ASA hardware accelerator encountered an error (Hardware error address, Core, Hardware error code, IstatReg, PciErrReg, CoreErrStat, CoreErrAddr, Doorbell Size,DoorBell Outstanding, SWReset)."
ASA,4,402,125,The ASA hardware accelerator ring timed out (parameters).
ASA,4,402,126,CRYPTO: The ASA created Crypto Archive File Archive Filename as a Soft Reset was necessary. Please forward this archived information to Cisco.
ASA,4,402,127,"CRYPTO: The ASA is skipping the writing of latest Crypto Archive File as the maximum # of files, max_number, allowed have been written to archive_directory. Please archive & remove files from Archive Directory if you want more Crypto Archive Files saved."
ASA,4,402,131,CRYPTO: status changing the accel_instance hardware accelerator's configuration bias from old_config_bias to new_config_bias.
ASA,4,403,101,"PPTP session state not established, but received an XGRE packet, tunnel_id=number, session_id=number"
ASA,4,403,102,"PPP virtual interface interface_name rcvd pkt with invalid protocol: protocol, reason: reason."
ASA,4,403,103,PPP virtual interface max connections reached.
ASA,4,403,104,PPP virtual interface interface_name requires mschap for MPPE.
ASA,4,403,106,PPP virtual interface interface_name requires RADIUS for MPPE.
ASA,4,403,107,PPP virtual interface interface_name missing aaa server group info
ASA,4,403,108,PPP virtual interface interface_name missing client ip address option
ASA,4,403,109,"Rec'd packet not an PPTP packet. (ip) dest_address= dest_address, src_addr= source_address, data: string."
ASA,4,403,110,"PPP virtual interface interface_name, user: user missing MPPE key from aaa server."
ASA,4,403,505,PPPoE:PPP - Unable to set default route to IP_address at interface_name
ASA,4,403,506,PPPoE:failed to assign PPP IP_address netmask netmask at interface_name
ASA,4,405,001,Received ARP {request | response} collision from IP_address/MAC_address on interface interface_name to IP_address/MAC_address on interface interface_name
ASA,4,405,002,Received mac mismatch collision from IP_address/MAC_address for authenticated host
ASA,4,405,003,"IP address collision detected between host IP_address at MAC_address and interface interface_name, MAC_address."
ASA,4,405,101,Unable to Pre-allocate H225 Call Signalling Connection for foreign_address outside_address[/outside_port] to local_address inside_address[/inside_port]
ASA,4,405,102,Unable to Pre-allocate H245 Connection for foreign_address outside_address[/outside_port] to local_address inside_address[/inside_port]
ASA,4,405,103,H225 message from source_address/source_port to dest_address/dest_port contains bad protocol discriminator hex
ASA,4,405,104,H225 message received from outside_address/outside_port to inside_address/inside_port before SETUP
ASA,4,405,105,H323 RAS message AdmissionConfirm received from source_address/source_port to dest_address/dest_port without an AdmissionRequest
ASA,4,405,106,H323 num channel is not created from %I/%d to %I/%d %s
ASA,4,405,107,H245 Tunnel is detected and connection dropped from %I/%d to %I/%d %s
ASA,4,405,201,ILS ILS_message_type from inside_interface:source_IP_address to outside_interface:/destination_IP_address has wrong embedded address embedded_IP_address
ASA,4,405,300,Radius Accounting Request received from from_addr is not allowed
ASA,4,405,301,Attribute attribute_number does not match for user user_ip
ASA,4,406,001,FTP port command low port: IP_address/port to IP_address on interface interface_name
ASA,4,406,002,FTP port command different address: IP_address(IP_address) to IP_address on interface interface_name
ASA,4,407,001,"Deny traffic for local-host interface_name:inside_address, license limit of number exceeded"
ASA,4,407,002,Embryonic limit nconns/elimit for through connections exceeded.outside_address/outside_port to global_address (inside_address)/inside_port on interface interface_name
ASA,4,407,003,Established limit for RPC services exceeded number
ASA,4,408,001,"IP route counter negative - reason, IP_address Attempt: number"
ASA,4,408,002,ospf process id route type update address1 netmask1 [distance1/metric1] via source IP:interface1 address2 netmask2 [distance2/metric2] interface2
ASA,4,408,003,can't track this type of object hex
ASA,4,409,001,"Database scanner: external LSA IP_address netmask is lost, reinstalls"
ASA,4,409,002,db_free: external LSA IP_address netmask
ASA,4,409,003,"Received invalid packet: reason from IP_address, interface_name"
ASA,4,409,004,Received reason from unknown neighbor IP_address
ASA,4,409,005,"Invalid length number in OSPF packet from IP_address (ID IP_address), interface_name"
ASA,4,409,006,"Invalid lsa: reason Type number, LSID IP_address from IP_address, IP_address, interface_name"
ASA,4,409,007,Found LSA with the same host bit set but using different mask LSA ID IP_address netmask New: Destination IP_address netmask
ASA,4,409,008,Found generating default LSA with non-zero mask LSA type : number Mask: netmask metric: number area: string
ASA,4,409,009,"OSPF process number cannot start. There must be at least one up IP interface, for OSPF to use as router ID"
ASA,4,409,010,Virtual link information found in non-backbone area: string
ASA,4,409,011,OSPF detected duplicate router-id IP_address from IP_address on interface interface_name
ASA,4,409,012,Detected router with duplicate router ID IP_address in area string
ASA,4,409,013,Detected router with duplicate router ID IP_address in Type-4 LSA advertised by IP_address
ASA,4,409,023,Attempting AAA Fallback method method_name for request_type request for user user:Auth-server group server_tag unreachable
ASA,4,409,101,"Received invalid packet: %s from %P, %s "
ASA,4,409,102,"Received packet with incorrect area from %P, %s, area %AREA_ID_STR, packet area %AREA_ID_STR "
ASA,4,409,103,Received %s from unknown neighbor %i 
ASA,4,409,104,"Invalid length %d in OSPF packet type %d from %P (ID %i), %s "
ASA,4,409,105,"Invalid lsa: %s: Type 0x%x, Length 0x%x, LSID %u from %i "
ASA,4,409,106,Found generating default LSA with non-zero mask LSA type: 0x%x Mask: %i metric: %lu area: %AREA_ID_STR 
ASA,4,409,107,"OSPFv3 process %d could not pick a router-id, please configure manually "
ASA,4,409,108,Virtual link information found in non-backbone area: %AREA_ID_STR 
ASA,4,409,109,OSPF detected duplicate router-id %i from %P on interface %IF_NAME 
ASA,4,409,110,Detected router with duplicate router ID %i in area %AREA_ID_STR 
ASA,4,409,111,Multiple interfaces (%IF_NAME /%IF_NAME) on a single link detected. 
ASA,4,409,112,Packet not written to the output queue 
ASA,4,409,113,Doubly linked list linkage is NULL 
ASA,4,409,114,Doubly linked list prev linkage is NULL %x 
ASA,4,409,115,Unrecognized timer %d in OSPF %s
